source	original_symbol	outcome	hgnc_id	approved_symbol	match_type	snapshot	carried_forward	note
btm	MUTED	previous	HGNC:18561	BLOC1S5	previous	2013-10	no	-
btm	MYCL1	previous	HGNC:7555	MYCL	previous	2013-10	no	-
btm	NAT8	approved	HGNC:18069	NAT8	approved	2013-10	no	multi-mapping component 1 of 2 in "NAT8 /// NAT8B"
btm	NAT8B	approved	HGNC:30235	NAT8B	approved	2013-10	no	multi-mapping component 2 of 2 in "NAT8 /// NAT8B"
btm	NCRNA00105	previous	HGNC:25811	ASMTL-AS1	previous	2013-10	no	-
btm	NCRNA00119	previous	HGNC:24129	NPHP3-AS1	previous	2013-10	no	-
btm	NCRNA00183	previous	HGNC:37191	JPX	previous	2013-10	no	-
btm	NCRNA00185	previous	HGNC:18495	TTTY14	previous	2013-10	no	-
btm	NCRNA00201	previous	HGNC:5048	HNRNPU	previous	2013-10	no	-
btm	NDUFA4	approved	HGNC:7687	COXFA4	approved	2013-10	no	-
btm	NGFRAP1	approved	HGNC:13388	BEX3	approved	2013-10	no	-
btm	NPIPL2	previous	HGNC:34409	NPIPB15	previous	2013-10	no	multi-mapping component 7 of 8 in "LOC100132247 /// LOC348162 /// LOC613037 /// LOC728888 /// LOC729602 /// LOC729978 /// NPIPL2 /// NPIPL3"
btm	NPIPL2	previous	HGNC:34409	NPIPB15	previous	2013-10	no	-
btm	NPIPL3	previous	HGNC:28989	NPIPB3	previous	2013-10	no	multi-mapping component 8 of 8 in "LOC100132247 /// LOC348162 /// LOC613037 /// LOC728888 /// LOC729602 /// LOC729978 /// NPIPL2 /// NPIPL3"
btm	NPIPL3	previous	HGNC:28989	NPIPB3	previous	2013-10	no	-
btm	NUP62	approved	HGNC:8066	NUP62	approved	2013-10	no	multi-mapping component 2 of 3 in "IL4I1 /// NUP62 /// SIGLEC11"
btm	NUPL2	approved	HGNC:17010	NUP42	approved	2013-10	no	-
btm	ORC1L	previous	HGNC:8487	ORC1	previous	2013-10	no	-
btm	ORC3L	previous	HGNC:8489	ORC3	previous	2013-10	no	-
btm	ORC4L	previous	HGNC:8490	ORC4	previous	2013-10	no	-
btm	ORC6L	previous	HGNC:17151	ORC6	previous	2013-10	no	-
btm	OSBPL1A	unmapped	-	-	-	2013-10	-	no match in snapshot 2013-10
btm	PLUNC	previous	HGNC:15749	BPIFA1	previous	2013-10	no	-
btm	PPAP2B	approved	HGNC:9229	PLPP3	approved	2013-10	no	-
btm	PPAP2C	approved	HGNC:9230	PLPP2	approved	2013-10	no	-
btm	PPAPDC1B	approved	HGNC:25026	PLPP5	approved	2013-10	no	-
btm	PPIL4	approved	HGNC:15702	PPIL4	approved	2013-10	no	multi-mapping component 1 of 2 in "PPIL4 /// ZC3H12D"
btm	PPIL5	previous	HGNC:19742	LRR1	previous	2013-10	no	-
btm	PRKRIR	approved	HGNC:9440	THAP12	approved	2013-10	no	-
btm	PRO2012	unmapped	-	-	-	2013-10	-	no match in snapshot 2013-10
btm	RARRES3	approved	HGNC:9869	PLAAT4	approved	2013-10	no	-
btm	RHCE	approved	HGNC:10008	RHCE	approved	2013-10	no	multi-mapping component 1 of 2 in "RHCE /// RHD"
btm	RHD	approved	HGNC:10009	RHD	approved	2013-10	no	multi-mapping component 2 of 2 in "RHCE /// RHD"
btm	RPL3	approved	HGNC:10332	RPL3	approved	2013-10	no	multi-mapping component 2 of 2 in "LOC100294182 /// RPL3"
btm	RUNDC2B	previous	HGNC:31913	SNX29P1	previous	2013-10	no	-
btm	RUNDC2C	previous	HGNC:31914	SNX29P2	previous	2013-10	no	-
btm	SAA1	approved	HGNC:10513	SAA1	approved	2013-10	no	multi-mapping component 1 of 2 in "SAA1 /// SAA2"
btm	SAA2	approved	HGNC:10514	SAA2	approved	2013-10	no	multi-mapping component 2 of 2 in "SAA1 /// SAA2"
btm	SDCCAG1	previous	HGNC:10663	NEMF	previous	2013-10	no	-
btm	SDPR	approved	HGNC:10690	CAVIN2	approved	2013-10	no	-
btm	SEP15	alias	HGNC:17705	SELENOF	alias	2013-10	no	-
btm	SEPP1	approved	HGNC:10751	SELENOP	approved	2013-10	no	-
btm	SEPT5	approved	HGNC:9164	SEPTIN5	approved	2013-10	no	multi-mapping component 2 of 2 in "GP1BB /// SEPT5"; era placement approximate: only the most recent rename is dated, and HGNC:9164 has several previous symbols (PNUTL1, SEPT5)
btm	SEPT6	approved	HGNC:15848	SEPTIN6	approved	2013-10	no	multi-mapping component 2 of 2 in "GLYR1 /// SEPT6"
btm	SEPX1	previous	HGNC:14133	MSRB1	previous	2013-10	no	-
btm	SF3B14	unmapped	-	-	-	2013-10	-	no match in snapshot 2013-10
btm	SFRS1	previous	HGNC:10780	SRSF1	previous	2013-10	no	-
btm	SFRS12	previous	HGNC:17882	SREK1	previous	2013-10	no	-
btm	SGOL1	approved	HGNC:25088	SGO1	approved	2013-10	no	-
btm	SGOL2	approved	HGNC:30812	SGO2	approved	2013-10	no	-
btm	SIGLEC11	approved	HGNC:15622	SIGLEC11	approved	2013-10	no	multi-mapping component 3 of 3 in "IL4I1 /// NUP62 /// SIGLEC11"
btm	SPINLW1	previous	HGNC:15932	EPPIN	previous	2013-10	no	-
btm	SPNS1	approved	HGNC:30621	SPNS1	approved	2013-10	no	multi-mapping component 2 of 2 in "LAT /// SPNS1"
btm	TARP	unmapped	-	-	-	2013-10	-	no match in snapshot 2013-10
btm	TCEB2	approved	HGNC:11619	ELOB	approved	2013-10	no	-
btm	TM7SF4	previous	HGNC:18549	DCSTAMP	previous	2013-10	no	-
btm	TMEM133	previous	HGNC:26545	ARHGAP42	previous	2013-10	no	-
btm	TMEM27	approved	HGNC:29437	CLTRN	approved	2013-10	no	-
btm	TMEM30A	approved	HGNC:16667	CDC50A	approved	2013-10	no	era placement approximate: only the most recent rename is dated, and HGNC:16667 has several previous symbols (C6orf67, TMEM30A)
btm	TMEM55A	approved	HGNC:25452	PIP4P2	approved	2013-10	no	-
btm	TMEM56	approved	HGNC:26477	TLCD4	approved	2013-10	no	-
btm	TNXA	approved	HGNC:11975	TNXA	approved	2013-10	no	multi-mapping component 1 of 2 in "TNXA /// TNXB"
btm	TNXB	approved	HGNC:11976	TNXB	approved	2013-10	no	multi-mapping component 2 of 2 in "TNXA /// TNXB"
btm	TRA@	previous	HGNC:12027	TRA	previous	2013-10	no	-
btm	TRA@	previous	HGNC:12027	TRA	previous	2013-10	no	multi-mapping component 1 of 2 in "TRA@ /// TRAC"
btm	TRA@	previous	HGNC:12027	TRA	previous	2013-10	no	multi-mapping component 1 of 4 in "TRA@ /// TRAC /// TRAJ17 /// TRAV20"
btm	TRAC	approved	HGNC:12029	TRAC	approved	2013-10	no	multi-mapping component 2 of 2 in "TRA@ /// TRAC"
btm	TRAC	approved	HGNC:12029	TRAC	approved	2013-10	no	multi-mapping component 2 of 4 in "TRA@ /// TRAC /// TRAJ17 /// TRAV20"
btm	TRAJ17	approved	HGNC:12045	TRAJ17	approved	2013-10	no	multi-mapping component 3 of 4 in "TRA@ /// TRAC /// TRAJ17 /// TRAV20"
btm	TRAV20	approved	HGNC:12117	TRAV20	approved	2013-10	no	multi-mapping component 4 of 4 in "TRA@ /// TRAC /// TRAJ17 /// TRAV20"
btm	TRD@	previous	HGNC:12252	TRD	previous	2013-10	no	-
btm	TTC35	previous	HGNC:28963	EMC2	previous	2013-10	no	-
btm	TUBB4	previous	HGNC:20774	TUBB4A	previous	2013-10	no	-
btm	TUT1	approved	HGNC:26184	TUT1	approved	2013-10	no	multi-mapping component 2 of 2 in "EEF1G /// TUT1"
btm	TXNDC3	previous	HGNC:16473	NME8	previous	2013-10	no	-
btm	VNN3	approved	HGNC:16431	VNN3P	approved	2013-10	no	-
btm	VPRBP	approved	HGNC:30911	DCAF1	approved	2013-10	no	-
btm	WDR92	approved	HGNC:25176	DNAAF10	approved	2013-10	no	-
btm	WHSC1	approved	HGNC:12766	NSD2	approved	2013-10	no	-
btm	YBX1	approved	HGNC:8014	YBX1	approved	2013-10	no	multi-mapping component 1 of 2 in "YBX1 /// YBX1P2"
btm	YBX1P2	approved	HGNC:22635	YBX1P2	approved	2013-10	no	multi-mapping component 2 of 2 in "YBX1 /// YBX1P2"
btm	ZC3H12D	approved	HGNC:21175	ZC3H12D	approved	2013-10	no	multi-mapping component 2 of 2 in "PPIL4 /// ZC3H12D"
btm	ZNF167	previous	HGNC:12955	ZKSCAN7	previous	2013-10	no	-
